PARK,BOROUGH,QUARTER,SIZE (ACRES),CATEGORY,MURDER,RAPE,ROBBERY,FELONY ASSAULT,BURGLARY,GRAND LARCENY,GRAND LARCENY OF MOTOR VEHICLE,TOTAL
CROTONA PARKWAY MALLS,BRONX,3,8.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CONEY ISLAND CREEK PARK,BROOKLYN,3,8.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MILL ROCK PARK,MANHATTAN,3,8.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST,MANHATTAN,3,8.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOHN J CARTY PARK,BROOKLYN,3,8.57,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COFFEY PARK,BROOKLYN,3,8.27,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
BARRETT PARK,STATEN ISLAND,3,8.11,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAINEY PARK QUEENS,QUEENS,3,8.09,ONE ACRE OR LARGER,0,0,2,0,0,0,0,2
LAGUARDIA LANDING LIGHTS,QUEENS,3,8.03,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CITY ISLAND WETLANDS,BRONX,3,8.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SARA D. ROOSEVELT PARK,MANHATTAN,3,7.85,ONE ACRE OR LARGER,0,0,3,4,0,1,0,8
EWEN PARK,BRONX,3,7.84,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
HERBERT VON KING PARK,BROOKLYN,3,7.82,ONE ACRE OR LARGER,1,0,0,0,0,2,0,3
MOUNT PROSPECT PARK,BROOKLYN,3,7.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAINEY PARK BRONX,BRONX,3,7.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DETECTIVE KEITH L WILLIAMS PARK,QUEENS,3,7.68,ONE ACRE OR LARGER,0,1,0,0,0,0,0,1
FLUSHING FIELDS,QUEENS,3,7.67,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
PALMER INLET,BRONX,3,7.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MIDLAND FIELD,STATEN ISLAND,3,7.46,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SCHMUL PARK,STATEN ISLAND,3,7.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRIDGE PARK BRONX,BRONX,3,7.16,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 30TH STREET PLAYGROUND,QUEENS,3,7.12,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWER PARK,BROOKLYN,3,7.05,ONE ACRE OR LARGER,0,0,0,1,0,2,0,3
JOYCE KILMER PARK,BRONX,3,6.88,ONE ACRE OR LARGER,0,0,5,2,0,0,0,7
MARIA HERNANDEZ PARK,BROOKLYN,3,6.87,ONE ACRE OR LARGER,0,0,2,0,0,1,0,3
THE HIGH LINE,MANHATTAN,3,6.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FRIENDS FIELD,BROOKLYN,3,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINDOWER PARK,BROOKLYN,3,6.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
J. HOOD WRIGHT PARK,MANHATTAN,3,6.7,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
WNYC TRANSMITTER PARK,BROOKLYN,3,6.61,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
SPUYTEN DUYVIL SHOREFRONT PARK,BRONX,3,6.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARK AVENUE MALLS,MANHATTAN,3,6.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTWOOD PARK,STATEN ISLAND,3,6.56,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNION SQUARE PARK,MANHATTAN,3,6.51,ONE ACRE OR LARGER,0,0,4,4,0,9,0,17
CONCRETE PLANT PARK,BRONX,3,6.44,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
COL. YOUNG PLAYGROUND,MANHATTAN,3,6.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BRADYS POND PARK,STATEN ISLAND,3,6.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COOPER PARK,BROOKLYN,3,6.4,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
GRAVESEND PARK,BROOKLYN,3,6.38,ONE ACRE OR LARGER,0,0,0,,,0,0,0
DR. CHARLES R. DREW PARK,QUEENS,3,6.34,ONE ACRE OR LARGER,0,0,0,,,0,0,0
TRINITY PARK,BROOKLYN,3,6.3,ONE ACRE OR LARGER,0,0,0,,,0,0,0
MADISON SQUARE PARK,MANHATTAN,3,6.23,ONE ACRE OR LARGER,0,0,0,,,3,0,3
ELMHURST PARK,QUEENS,3,6.22,ONE ACRE OR LARGER,0,0,0,,,0,0,0
FORT HAMILTON ATHLETIC FIELD,BROOKLYN,3,6.19,ONE ACRE OR LARGER,0,0,0,,,0,0,0
AMBROSINI FIELD,BRONX,3,6.1,ONE ACRE OR LARGER,0,0,0,,,0,0,0
CLEARVIEW PARK,QUEENS,3,6.05,ONE ACRE OR LARGER,0,0,0,,,0,0,0
RALPH DEMARCO PARK,QUEENS,3,6.03,ONE ACRE OR LARGER,0,0,0,,,0,0,0
WINGATE PARK,BROOKLYN,3,5.89,ONE ACRE OR LARGER,0,0,0,,1,2,0,3
UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE,STATEN ISLAND,3,5.85,ONE ACRE OR LARGER,0,0,0,,,0,0,0
DE WITT CLINTON PARK,MANHATTAN,3,5.83,ONE ACRE OR LARGER,0,0,0,,,0,0,0
UNNAMED PARK ON BOUNDARY AVENUE,STATEN ISLAND,3,5.77,ONE ACRE OR LARGER,0,0,0,,,0,0,0
VAN VOORHEES PARK,BROOKLYN,3,5.74,ONE ACRE OR LARGER,0,0,0,,,0,0,0
HALLETS COVE PLAYGROUND,QUEENS,3,5.7,ONE ACRE OR LARGER,0,0,0,,,0,0,0
MCKINLEY PARK,BROOKLYN,3,5.66,ONE ACRE OR LARGER,0,0,0,,,1,0,1
SOUTHERN FIELDS,QUEENS,3,5.59,ONE ACRE OR LARGER,0,0,0,,,0,0,0
DEVOE PARK,BRONX,3,5.44,ONE ACRE OR LARGER,0,0,0,,,1,0,1
ST. MICHAEL'S PLAYGROUND,QUEENS,3,5.43,ONE ACRE OR LARGER,,,,,,0,0,0
KENNEDY PLAYGROUND,QUEENS,3,5.4,ONE ACRE OR LARGER,,,,,,0,0,0
MAFERA PARK,QUEENS,3,5.4,ONE ACRE OR LARGER,,,,,,0,0,0
SEAGIRT AVE WETLANDS,QUEENS,3,5.32,ONE ACRE OR LARGER,,,,,,0,0,0
JOHN PAUL JONES PARK,BROOKLYN,3,5.32,ONE ACRE OR LARGER,,,,,,0,0,0
WALKER PARK,STATEN ISLAND,3,5.28,ONE ACRE OR LARGER,,,,,,0,0,0
OLD PLACE CREEK PARK,STATEN ISLAND,3,5.23,ONE ACRE OR LARGER,,,,,,0,0,0
HOOVER - MANTON PLAYGROUNDS,QUEENS,3,5.2,ONE ACRE OR LARGER,,,,,,0,0,0
GEN. DOUGLAS MACARTHUR PARK,STATEN ISLAND,3,5.17,ONE ACRE OR LARGER,,,,,,0,0,0
GROVER CLEVELAND PLAYGROUND,QUEENS,3,5.1,ONE ACRE OR LARGER,0,0,1,,,1,0,2
POLICE OFFICER EDWARD BYRNE PARK,QUEENS,3,4.97,ONE ACRE OR LARGER,0,0,0,,,0,0,0
CYPRESS HILLS PLAYGROUND,BROOKLYN,3,4.95,ONE ACRE OR LARGER,0,0,0,,,0,0,0
SETH LOW PLAYGROUND/ BEALIN SQUARE,BROOKLYN,3,4.95,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
KELLY PARK,BROOKLYN,3,4.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOCRATES SCULPTURE PARK,QUEENS,3,4.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BEACH 9 PLAYGROUND,QUEENS,3,4.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SOUTH BEACH WETLANDS,STATEN ISLAND,3,4.79,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NAPLES PLAYGROUND,STATEN ISLAND,3,4.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAOUL WALLENBERG FOREST,BRONX,3,4.73,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST HARLEM PIERS,MANHATTAN,3,4.71,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPORTS PARK,STATEN ISLAND,3,4.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WASHINGTON'S WALK,BRONX,3,4.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CAMBRIA PLAYGROUND,QUEENS,3,4.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCONI PARK,QUEENS,3,4.64,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VALENTINO PIER,BROOKLYN,3,4.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANITEVILLE QUARRY PARK,STATEN ISLAND,3,4.47,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONTBELLIER PARK,QUEENS,3,4.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
QUARRY BALLFIELDS,BRONX,3,4.42,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RICHMAN (ECHO) PARK,BRONX,3,4.39,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
JEROME PARK,BRONX,3,4.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CORLEARS HOOK PARK,MANHATTAN,3,4.36,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PHIL ""SCOOTER"" RIZZUTO PARK,QUEENS,3,4.35,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASPHALT GREEN,MANHATTAN,3,4.35,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
FABER POOL AND PARK,STATEN ISLAND,3,4.34,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
MACHATE CIRCLE,BROOKLYN,3,4.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAMILTON FISH PARK,MANHATTAN,3,4.3,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
TIFFANY STREET PIER,BRONX,3,4.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KINGDOM POND PARK,STATEN ISLAND,3,4.22,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUMBUS PARK BROOKLYN,BROOKLYN,3,4.14,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STAPLETON PLAYGROUND,STATEN ISLAND,3,4.1,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
STERNBERG PARK,BROOKLYN,3,4.04,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
COLUCCI PLAYGROUND,BRONX,3,4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NORTHERLEIGH PARK,STATEN ISLAND,3,3.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STUYVESANT SQUARE,MANHATTAN,3,3.93,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAST CHANCE POND PARK,STATEN ISLAND,3,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORDHAM LANDING PLAYGROUND,BRONX,3,3.9,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CHELSEA PARK,MANHATTAN,3,3.9,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
NORTH 5TH STREET PIER AND PARK,BROOKLYN,3,3.88,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HAGGERTY PARK,QUEENS,3,3.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB H. SCHIFF PLAYGROUND,MANHATTAN,3,3.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRANT PARK,BRONX,3,3.85,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST ELMHURST PLAYGROUND,QUEENS,3,3.83,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOSEPH AUSTIN PLAYGROUND,QUEENS,3,3.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD,QUEENS,3,3.81,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LINCOLN CENTER PLAZA,MANHATTAN,3,3.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INGRAM WOODS,STATEN ISLAND,3,3.77,ONE ACRE OR LARGER,0,0,0,,,,,0
FARM PLAYGROUND,QUEENS,3,3.76,ONE ACRE OR LARGER,0,0,0,,,,,0
HINTON PARK,QUEENS,3,3.74,ONE ACRE OR LARGER,0,0,0,,,,,0
LOUIS PASTEUR PARK,QUEENS,3,3.67,ONE ACRE OR LARGER,0,0,0,,,,,0
WHITEY FORD FIELD,QUEENS,3,3.62,ONE ACRE OR LARGER,0,0,0,,,,,0
POMONOK PLAYGROUND,QUEENS,3,3.6,ONE ACRE OR LARGER,0,0,0,,,,,0
CLAWSON PLAYGROUND,STATEN ISLAND,3,3.59,ONE ACRE OR LARGER,0,0,0,,,,,0
BENNETT REST,MANHATTAN,3,3.57,ONE ACRE OR LARGER,0,0,0,,,,,0
GOVERNOR SMITH PLAYGROUND,BRONX,3,3.56,ONE ACRE OR LARGER,0,0,0,,,,,0
PAERDEGAT PARK,BROOKLYN,3,3.56,ONE ACRE OR LARGER,0,0,0,,,,,0
AMERSFORT PARK,BROOKLYN,3,3.56,ONE ACRE OR LARGER,0,0,0,,,1,,1
CITY LINE PARK,BROOKLYN,3,3.55,ONE ACRE OR LARGER,0,0,1,,,,,1
BAILEY PLAYGROUND,BRONX,3,3.53,ONE ACRE OR LARGER,0,0,0,,,,,0
NAUTILUS PLAYGROUND QUEENS,QUEENS,3,3.52,ONE ACRE OR LARGER,0,0,0,,,,,0
VINMONT VETERAN PARK,BRONX,3,3.5,ONE ACRE OR LARGER,0,0,0,,,,,0
MCDONALD PLAYGROUND BROOKLYN,BROOKLYN,3,3.49,ONE ACRE OR LARGER,0,0,0,,,,,0
THE OLDE TOWNE OF FLUSHING BURIAL GROUND,QUEENS,3,3.47,ONE ACRE OR LARGER,0,0,0,,,,,0
WEGENER PARK,STATEN ISLAND,3,3.46,ONE ACRE OR LARGER,0,0,0,,,,,0
UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 89TH TO OLD BEACH 88TH STREET,QUEENS,3,3.43,ONE ACRE OR LARGER,0,0,0,,,,,0
JULIO CARBALLO FIELDS,BRONX,3,3.43,ONE ACRE OR LARGER,0,0,0,,,,,0
GRADY PLAYGROUND,BROOKLYN,3,3.4,ONE ACRE OR LARGER,0,0,0,,,,,0
CO-OP CITY FIELD,BRONX,3,3.4,ONE ACRE OR LARGER,0,0,0,,,,,0
BREININGER PARK,QUEENS,3,3.4,ONE ACRE OR LARGER,0,0,0,,,,,0
ST. MICHAEL'S PARK,QUEENS,3,3.4,ONE ACRE OR LARGER,0,0,0,,,,,0
GREENWOOD PLAYGROUND,BROOKLYN,3,3.39,ONE ACRE OR LARGER,0,0,0,,,,,0
ST. ANDREW'S PLAYGROUND,BROOKLYN,3,3.38,ONE ACRE OR LARGER,0,0,1,,,,,1
SEWARD PARK,MANHATTAN,3,3.36,ONE ACRE OR LARGER,0,0,0,,,1,,1
BEHAGEN PLAYGROUND,BRONX,3,3.35,ONE ACRE OR LARGER,0,0,0,,,,,0
DUGAN PLAYGROUND,STATEN ISLAND,3,3.33,ONE ACRE OR LARGER,0,0,0,,,,,0
EVERGREEN PARK,QUEENS,3,3.32,ONE ACRE OR LARGER,0,0,0,,,,,0
JOHN JAY PARK,MANHATTAN,3,3.31,ONE ACRE OR LARGER,0,0,0,,,4,,4
UNIVERSITY WOODS,BRONX,3,3.31,ONE ACRE OR LARGER,0,0,0,,,,,0
WATSON GLEASON PLAYGROUND,BRONX,3,3.3,ONE ACRE OR LARGER,0,0,1,,,,,1
TOTTENVILLE POOL,STATEN ISLAND,3,3.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
VITO LOCASCIO FIELD,QUEENS,3,3.26,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CALLAHAN-KELLY PLAYGROUND,BROOKLYN,3,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JUDGE MOSES WEINSTEIN PLAYGROUND,QUEENS,3,3.25,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLUMBUS PARK AT MANHATTAN,MANHATTAN,3,3.23,ONE ACRE OR LARGER,0,0,0,1,0,0,0,1
GREENCROFT PLAYGROUND,STATEN ISLAND,3,3.23,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SCARANGELLA PARK,BROOKLYN,3,3.21,ONE ACRE OR LARGER,1,0,0,0,0,0,0,1
SARATOGA PARK,BROOKLYN,3,3.21,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
BILL BROWN PLAYGROUND,BROOKLYN,3,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NOBLE PLAYGROUND,BRONX,3,3.21,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
JAMAICA PLAYGROUND,QUEENS,3,3.21,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARCY PLAYGROUND,BROOKLYN,3,3.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LYONS POOL,STATEN ISLAND,3,3.2,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WAYANDA PARK,QUEENS,3,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
AMERICAN VETERANS MEMORIAL PIER,BROOKLYN,3,3.17,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOLCOMBE RUCKER PARK,MANHATTAN,3,3.13,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JESSE OWENS PLAYGROUND,BROOKLYN,3,3.1,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EAST RIVER WALK,MANHATTAN,3,3.09,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PARK OF THE AMERICAS,QUEENS,3,3.08,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
BROOKLYN HEIGHTS PROMENADE,BROOKLYN,3,3.04,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
J.J. BYRNE PLAYGROUND,BROOKLYN,3,3.03,ONE ACRE OR LARGER,0,0,1,1,0,0,0,2
HERO PARK,STATEN ISLAND,3,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
NOSTRAND PLAYGROUND,BROOKLYN,3,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FORT INDEPENDENCE PLAYGROUND,BRONX,3,3.02,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BROWNSVILLE PLAYGROUND,BROOKLYN,3,3.02,ONE ACRE OR LARGER,0,0,0,0,0,1,0,1
GRANDVIEW PLAYGROUND,STATEN ISLAND,3,3.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LAWRENCE VIRGILIO PLAYGROUND,QUEENS,3,3.01,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JACOB JOFFE FIELDS,BROOKLYN,3,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
CLASSON PLAYGROUND AT CLASSON AVENUE & KENT,BROOKLYN,3,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
UTOPIA PLAYGROUND,QUEENS,3,2.98,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATH BEACH PARK,BROOKLYN,3,2.96,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GLEN OAKS OVAL,QUEENS,3,2.95,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MERRIAM PLAYGROUND,BRONX,3,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POSEIDON PLAYGROUND,BROOKLYN,3,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ROBERT E. VENABLE PARK,BROOKLYN,3,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LEFFERTS PLAYGROUND,QUEENS,3,2.94,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WALT WHITMAN PARK,BROOKLYN,3,2.91,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WESTERLEIGH PARK,STATEN ISLAND,3,2.89,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
PETERS FIELD,QUEENS,3,2.87,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DELPHIN H. GREENE PLAYGROUND,QUEENS,3,2.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOFFMAN PARK,QUEENS,3,2.86,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARKHAM PLAYGROUND,STATEN ISLAND,3,2.84,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
SPERANDEO BROTHERS PLAYGROUND,BROOKLYN,3,2.8,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BUSHWICK PLAYGROUND ON KNICKERBOCKER AVENUE,BROOKLYN,3,2.78,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
IRVING SQUARE PARK,BROOKLYN,3,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ST. VARTAN PARK,MANHATTAN,3,2.76,ONE ACRE OR LARGER,0,0,0,0,0,2,0,2
RAVENSWOOD PLAYGROUND,QUEENS,3,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GORMAN PLAYGROUND,QUEENS,3,2.76,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOUIS CUVILLIER PARK,MANHATTAN,3,2.75,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GRACE PLAYGROUND,BROOKLYN,3,2.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
GREEN CENTRAL KNOLL,BROOKLYN,3,2.74,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DETECTIVE WILLIAM T. GUNN PARK,QUEENS,3,2.72,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOLY COW PLAYGROUND,QUEENS,3,2.7,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BAYSIDE FIELDS,QUEENS,3,2.69,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HICKMAN PLAYGROUND,BROOKLYN,3,2.66,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ARBUTUS WOODS PARK,STATEN ISLAND,3,2.65,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
STARS & STRIPES PLAYGROUND,BRONX,3,2.65,ONE ACRE OR LARGER,0,0,1,0,0,0,0,1
P.O. SERRANO PLAYGROUND,BRONX,3,2.62,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
COLEMAN PLAYGROUND,MANHATTAN,3,2.61,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARGARET I. CARMAN GREEN - WEEPING BEECH,QUEENS,3,2.6,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KATHY REILLY TRIANGLE,BROOKLYN,3,2.59,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RIVERDALE PLAYGROUND,BRONX,3,2.58,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARIE CURIE PARK,QUEENS,3,2.55,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
EDENWALD PLAYGROUND,BRONX,3,2.54,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
THOMAS GREENE PLAYGROUND,BROOKLYN,3,2.53,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MURRAY PLAYGROUND,QUEENS,3,2.52,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BATHGATE PLAYGROUND,BRONX,3,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BIG BUSH PARK,QUEENS,3,2.5,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
JOSEPH RODMAN DRAKE PARK,BRONX,3,2.49,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
INDEPENCE PARK SYLVAN GROVE CEMETERY,STATEN ISLAND,3,2.48,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ALLEY PARK,QUEENS,3,2.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FREDERICK JOHNSON PLAYGROUND,MANHATTAN,3,2.45,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DAMROSCH PARK,MANHATTAN,3,2.44,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
ASSER LEVY PLAYGROUND,MANHATTAN,3,2.44,ONE ACRE OR LARGER,0,0,1,0,0,1,0,2
HARRY MAZE PLAYGROUND,BROOKLYN,3,2.43,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
LOST BATTALION HALL RECREATION CENTER,QUEENS,3,2.41,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
DUTCH KILLS PLAYGROUND,QUEENS,3,2.4,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
KOSCIUSZKO POOL,BROOKLYN,3,2.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
WEST PLAYGROUND,BROOKLYN,3,2.39,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
HOMECREST PLAYGROUND,BROOKLYN,3,2.37,ONE ACRE OR LARGER,0,0,0,1,0,1,0,2
DE MATTI PLAYGROUND,STATEN ISLAND,3,2.34,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POE PARK,BRONX,3,2.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OVERLOOK PARK,QUEENS,3,2.33,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
BARUCH PLAYGROUND,MANHATTAN,3,2.32,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
FLOYD PATTERSON BALLFIELDS,BROOKLYN,3,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
OSBORN PLAYGROUND,BROOKLYN,3,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
RAILROAD PLAYGROUND,BROOKLYN,3,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
TRIBORO PLAZA,MANHATTAN,3,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
POWER PLAYGROUND,BROOKLYN,3,2.3,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MONSIGNOR CRAWFORD FIELD,BROOKLYN,3,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
MARTIN LUTHER KING JR. PLAYGROUND,BROOKLYN,3,2.29,ONE ACRE OR LARGER,0,0,0,0,0,0,0,0
P.O. REINALDO SALGADO PLAYGROUND,BROOKLYN,3,2.29,ONE ACRE OR LARGER,0,0,0,0,0,,,0
CARLTON PARK AT CARLTON AVENUE & FOSTER ROAD,STATEN ISLAND,3,2.29,ONE ACRE OR LARGER,0,0,0,0,0,,,0
CENTURY PLAYGROUND,BROOKLYN,3,2.28,ONE ACRE OR LARGER,0,0,0,0,0,,,0
SOUTH PACIFIC PLAYGROUND,BROOKLYN,3,2.26,ONE ACRE OR LARGER,0,0,0,0,0,,,0
NORTH SHORE ESPLANADE,STATEN ISLAND,3,2.25,ONE ACRE OR LARGER,0,0,0,0,0,,,0
